"","ORF","GENENAME"
"3540","PF3D7_0819900","U6 snRNA-associated Sm-like protein LSm3, putative (LSM3)"
"3541","PF3D7_0820000","Snf2-related CBP activator, putative (SRCAP)"
"3542","PF3D7_0820100","conserved Plasmodium protein, unknown function"
"3543","PF3D7_0820200","phosphatidylglycerophosphate synthase (PGPS)"
"3544","PF3D7_0820300","conserved Plasmodium protein, unknown function"
"3545","PF3D7_0820400","conserved Plasmodium protein, unknown function"
"3546","PF3D7_0820500","C-13 antigen"
"3547","PF3D7_0820600","conserved Plasmodium membrane protein, unknown function"
"3548","PF3D7_0820700","2-oxoglutarate dehydrogenase E1 component (KDH)"
"3549","PF3D7_0820800","conserved Plasmodium protein, unknown function"
"3550","PF3D7_0820900","conserved Plasmodium protein, unknown function"
"3551","PF3D7_0821000","conserved Plasmodium protein, unknown function"
"3552","PF3D7_0821100","protein kinase 1 (PK1)"
"3553","PF3D7_0821200","conserved Plasmodium protein, unknown function"
"3554","PF3D7_0821300","ATP-dependent RNA helicase prh1, putative"
"3555","PF3D7_0821400","conserved Plasmodium protein, unknown function"
"3556","PF3D7_0821500","ribosomal RNA small subunit methyltransferase NEP1, putative (NEP1)"
"3557","PF3D7_0821600","clp1-related protein, putative"
"3558","PF3D7_0821700","60S ribosomal protein L22, putative"
"3559","PF3D7_0821800","protein transport protein SEC61 subunit beta (Sec61-beta)"
"3560","PF3D7_0821900","conserved Plasmodium protein, unknown function"
"3561","PF3D7_0822000","mitochondrial ribosomal protein L4 precursor, putative"
"3562","PF3D7_0822100","mediator of RNA polymerase II transcription subunit 7, putative (MED7)"
"3563","PF3D7_0822200","conserved Plasmodium membrane protein, unknown function"
"3564","PF3D7_0822300","small nuclear ribonucleoprotein G, putative (SNRPG)"
"3565","PF3D7_0822400","conserved Plasmodium protein, unknown function"
"3566","PF3D7_0822500","dynein light chain 1 (DLC1)"
"3567","PF3D7_0822600","protein transport protein SEC23 (SEC23)"
"3568","PF3D7_0822700","conserved Plasmodium protein, unknown function"
"3569","PF3D7_0822800","U5 snrnp-specific protein, putative"
"3570","PF3D7_0822900","conserved Plasmodium protein, unknown function"
"3571","PF3D7_0823000","serine/threonine protein kinase VPS15, putative (VPS15)"
"3572","PF3D7_0823100","RWD domain-containing protein, putative"
"3573","PF3D7_0823200","RNA-binding protein, putative"
"3574","PF3D7_0823300","histone acetyltransferase GCN5 (GCN5)"
"3575","PF3D7_0823400","alpha/beta hydrolase, putative"
"3576","PF3D7_0823500","inner membrane complex protein 1i, putative (IMC1i)"
"3577","PF3D7_0823600","lipoate-protein ligase B (LipB)"
"3578","PF3D7_0823700","conserved Plasmodium protein, unknown function"
"3579","PF3D7_0823800","DnaJ protein, putative"
"3580","PF3D7_0823900","dicarboxylate/tricarboxylate carrier (DTC)"
"3581","PF3D7_0824000","conserved Plasmodium protein, unknown function"
"3582","PF3D7_0824100","exonuclease, putative"
"3583","PF3D7_0824200","conserved Plasmodium protein, unknown function"
"3584","PF3D7_0824300","GTP-binding protein, putative"
"3585","PF3D7_0824400","nucleoside transporter 2 (NT2)"
"3586","PF3D7_0824500","conserved Plasmodium protein, unknown function"
"3587","PF3D7_0824600","Fe-S cluster assembly protein DRE2, putative (DRE2)"
"3588","PF3D7_0824700","lipase maturation factor, putative (LMF1)"
"3589","PF3D7_0824800","conserved Plasmodium membrane protein, unknown function"
"3590","PF3D7_0824900","conserved Plasmodium protein, unknown function"
"3591","PF3D7_0825000","conserved Plasmodium protein, unknown function"
"3592","PF3D7_0825100","conserved Plasmodium protein, unknown function"
"3593","PF3D7_0825200","translation initiation factor IF-3 (IF3a)"
"3594","PF3D7_0825300","conserved protein, unknown function"
"3595","PF3D7_0825400","conserved Plasmodium protein, unknown function"
"3596","PF3D7_0825500","protein KRI1, putative (KRI1)"
"3597","PF3D7_0825600","cytochrome c oxidase assembly protein, putative"
"3598","PF3D7_0825700","conserved Plasmodium protein, unknown function"
"3599","PF3D7_0825800","conserved Plasmodium protein, unknown function"
"3600","PF3D7_0825900","conserved Plasmodium protein, unknown function"
"3601","PF3D7_0826000","conserved Plasmodium protein, unknown function"
"3602","PF3D7_0826100","E3 ubiquitin-protein ligase, putative"
"3603","PF3D7_0826200","alpha/beta hydrolase, putative"
"3604","PF3D7_0826300","SPRY domain, putative"
"3605","PF3D7_0826400","dehydrodolichyl diphosphate synthetase, putative"
"3606","PF3D7_0826500","ubiquitin conjugation factor E4 B, putative (UBE4B)"
"3607","PF3D7_0826600","SNARE protein, putative (VAMP7)"
"3608","PF3D7_0826700","receptor for activated c kinase (RACK)"
"3609","PF3D7_0826800","small nucleolar RNA snoR05"
"3610","PF3D7_0826900","conserved Plasmodium protein, unknown function"
"3611","PF3D7_0827000","ATP-dependent RNA helicase DBP10, putative (DBP10)"
"3612","PF3D7_0827100","translation initiation factor IF-2, putative (IF2c)"
"3613","PF3D7_0827200","conserved Plasmodium protein, unknown function"
"3614","PF3D7_0827300","conserved Plasmodium protein, unknown function"
"3615","PF3D7_0827400","conserved Plasmodium protein, unknown function"
"3616","PF3D7_0827500","apicoplast ribosomal protein L21 precursor, putative"
"3617","PF3D7_0827600","conserved Plasmodium protein, unknown function"
"3618","PF3D7_0827700","magnesium transporter, putative"
"3619","PF3D7_0827800","SET domain protein, putative (SET3)"
"3620","PF3D7_0827900","protein disulfide isomerase (PDI8)"
"3621","PF3D7_0828000","rhomboid protease ROM3 (ROM3)"
"3622","PF3D7_0828100","conserved Plasmodium protein, unknown function"
"3623","PF3D7_0828200","leucine--tRNA ligase, putative"
"3624","PF3D7_0828300","conserved Plasmodium protein, unknown function"
"3625","PF3D7_0828400","mitochondrial inner membrane protein OXA1, putative (OXA1)"
"3626","PF3D7_0828500","translation initiation factor EIF-2b alpha subunit, putative"
"3627","PF3D7_0828600","folate transporter 1 (FT1)"
"3628","PF3D7_0828700","conserved Plasmodium protein, unknown function"
"3629","PF3D7_0828800","GPI-anchored micronemal antigen (GAMA)"
"3630","PF3D7_0828900","conserved Plasmodium protein, unknown function"
"3631","PF3D7_0829000","conserved Plasmodium membrane protein, unknown function"
"3632","PF3D7_0829100","conserved protein, unknown function"
"3633","PF3D7_0829200","prohibitin, putative"
"3634","PF3D7_0829300","U6 snRNA-associated Sm-like protein LSm8, putative (LSM8)"
"3635","PF3D7_0829400","prolyl 4-hydroxylase subunit alpha, putative"
"3636","PF3D7_0829500","conserved Plasmodium protein, unknown function"
"3637","PF3D7_0829600","early transcribed membrane protein 8 (ETRAMP8)"
"3638","PF3D7_0829700","unspecified product"
"3639","PF3D7_0829800","unspecified product"
"3640","PF3D7_0829900","unspecified product"
"3641","PF3D7_0830000","5.8S ribosomal RNA"
"3642","PF3D7_0830100","unspecified product"
"3643","PF3D7_0830200","28S ribosomal RNA"
"3644","PF3D7_0830300","sporozoite invasion-associated protein 2 (SIAP2)"
"3645","PF3D7_0830400","conserved Plasmodium protein, unknown function"
"3646","PF3D7_0830500","tryptophan/threonine-rich antigen (TryThrA)"
"3647","PF3D7_0830600","Plasmodium exported protein (PHISTc), unknown function"
"3648","PF3D7_0830700","Plasmodium exported protein (hyp9), unknown function"
"3649","PF3D7_0830800","surface-associated interspersed protein 8.2 (SURFIN 8.2) (SURF8.2)"
"3650","PF3D7_0830900","Plasmodium exported protein, unknown function"
"3651","PF3D7_0831000","Plasmodium exported protein (PHISTb), unknown function (GEXP09)"
"3652","PF3D7_0831100","surface-associated interspersed protein 8.1 (SURFIN 8.1) (SURF8.1)"
"3653","PF3D7_0831200","DnaJ protein, putative"
"3654","PF3D7_0831300","Plasmodium exported protein, unknown function (GEXP13)"
"3655","PF3D7_0831400","Plasmodium exported protein, unknown function"
"3656","PF3D7_0831500","Plasmodium exported protein (PHIST), unknown function"
"3657","PF3D7_0831600","cytoadherence linked asexual protein 8 (CLAG8)"
"3658","PF3D7_0831700","heat shock protein 70 (HSP70-x)"
"3659","PF3D7_0831750","Plasmodium exported protein (PHISTa), unknown function, pseudogene"
"3660","PF3D7_0831800","histidine-rich protein II (HRPII)"
"3661","PF3D7_0831900","Plasmodium exported protein (PHIST), unknown function, pseudogene"
"3662","PF3D7_0832000","stevor"
"3663","PF3D7_0832100","rifin, pseudogene (RIF)"
"3664","PF3D7_0832200.1","Plasmodium exported protein (PHISTa-like), unknown function"
"3665","PF3D7_0832200.2","Plasmodium exported protein (PHISTa-like), unknown function"
"3666","PF3D7_0832250",NA
"3667","PF3D7_0832300","Plasmodium exported protein (PHISTa-like), unknown function"
"3668","PF3D7_0832400","stevor"
"3669","PF3D7_0832500","rifin (RIF)"
"3670","PF3D7_0832600","stevor"
"3671","PF3D7_0832700","Plasmodium exported protein (PHISTa-like), unknown function, pseudogene"
"3672","PF3D7_0832800","rifin (RIF)"
"3673","PF3D7_0832900","stevor"
"3674","PF3D7_0833000","rifin (RIF)"
"3675","PF3D7_0833100","rifin (RIF)"
"3676","PF3D7_0833200","rifin (RIF)"
"3677","PF3D7_0833300","erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene"
"3678","PF3D7_0833400","rifin (RIF)"
"3679","PF3D7_0833500","erythrocyte membrane protein 1, PfEMP1 (VAR)"
"3680","PF3D7_0700100","erythrocyte membrane protein 1, PfEMP1 (VAR)"
"3681","PF3D7_0700200","rifin (RIF)"
"3682","PF3D7_0700300","rifin (RIF)"
"3683","PF3D7_0700400","stevor"
"3684","PF3D7_0700500","rifin (RIF)"
"3685","PF3D7_0700600","Plasmodium exported protein, unknown function, pseudogene"
"3686","PF3D7_0700700","stevor, pseudogene"
"3687","PF3D7_0700800","Pfmc-2TM Maurer's cleft two transmembrane protein (MC-2TM)"
"3688","PF3D7_0700900","RESA-like protein, pseudogene"
"3689","PF3D7_0701000","erythrocyte membrane protein 1 (PfEMP1), pseudogene"
"3690","PF3D7_0701100","rifin (RIF)"
"3691","PF3D7_0701200","rifin, pseudogene (RIF)"
"3692","PF3D7_0701300","rifin, pseudogene (RIF)"
"3693","PF3D7_0701400","exported protein family 4, pseudogene (EPF4)"
"3694","PF3D7_0701500","exported protein family 3 (EPF3)"
"3695","PF3D7_0701600","Pfmc-2TM Maurer's cleft two transmembrane protein (MC-2TM)"
"3696","PF3D7_0701700","exported protein family 1 (EPF1)"
"3697","PF3D7_0701800","rifin (RIF)"
"3698","PF3D7_0701900","Plasmodium exported protein, unknown function"
"3699","PF3D7_0702000","Plasmodium exported protein (hyp12), unknown function"
"3700","PF3D7_0702100","Plasmodium exported protein (PHISTb), unknown function, pseudogene"
"3701","PF3D7_0702200","lysophospholipase, putative"
"3702","PF3D7_0702300","sporozoite threonine and asparagine-rich protein (STARP)"
"3703","PF3D7_0702400","small exported membrane protein 1 (SEMP1)"
"3704","PF3D7_0702500","Plasmodium exported protein, unknown function"
"3705","PF3D7_0702600","chitinase precursor fragment, truncated"
"3706","PF3D7_0702700","tRNA Alanine"
"3707","PF3D7_0702800","tRNA Tyrosine"
"3708","PF3D7_0702900","centrin, putative"
"3709","PF3D7_0703000","conserved Plasmodium protein, unknown function"
"3710","PF3D7_0703100","conserved Plasmodium protein, unknown function"
"3711","PF3D7_0703200","conserved Plasmodium protein, unknown function"
"3712","PF3D7_0703300","conserved Plasmodium protein, unknown function"
"3713","PF3D7_0703400","conserved Plasmodium protein, unknown function"
"3714","PF3D7_0703500","erythrocyte membrane-associated antigen"
"3715","PF3D7_0703600","conserved Plasmodium protein, unknown function"
"3716","PF3D7_0703700","conserved Plasmodium protein, unknown function"
"3717","PF3D7_0703800","conserved Plasmodium protein, unknown function"
"3718","PF3D7_0703900","conserved Plasmodium membrane protein, unknown function"
"3719","PF3D7_0704000","conserved Plasmodium membrane protein, unknown function"
"3720","PF3D7_0704100","conserved Plasmodium membrane protein, unknown function"
"3721","PF3D7_0704200","tRNA m5C-methyltransferase, putative"
"3722","PF3D7_0704300","conserved Plasmodium membrane protein, unknown function"
"3723","PF3D7_0704400","phosphoinositide-binding protein, putative"
"3724","PF3D7_0704500","serine/threonine protein kinase, putative"
"3725","PF3D7_0704600","E3 ubiquitin-protein ligase (UT)"
"3726","PF3D7_0704700","phosphopantetheine adenylyltransferase, putative (PPAT)"
"3727","PF3D7_0704800","conserved Plasmodium protein, unknown function"
"3728","PF3D7_0704900","peptide chain release factor, putative"
"3729","PF3D7_0705000","methyltransferase, putative"
"3730","PF3D7_0705100","conserved Plasmodium protein, unknown function"
"3731","PF3D7_0705200","conserved Plasmodium protein, unknown function"
"3732","PF3D7_0705300","origin recognition complex subunit 2, putative (ORC2)"
"3733","PF3D7_0705400","DNA replication licensing factor MCM7 (MCM7)"
"3734","PF3D7_0705500","inositol-phosphate phosphatase, putative"
"3735","PF3D7_0705600","RNA helicase, putative"
"3736","PF3D7_0705700","40S ribosomal protein S29, putative"
"3737","PF3D7_0705800","cysteine-rich secretory protein, putative"
"3738","PF3D7_0705900","ATP synthase subunit C, putative"
"3739","PF3D7_0706000","importin-7, putative"
"3740","PF3D7_0706100","conserved Plasmodium protein, unknown function"
"3741","PF3D7_0706200","conserved Plasmodium protein, unknown function"
"3742","PF3D7_0706300","conserved Plasmodium protein, unknown function"
"3743","PF3D7_0706400","60S ribosomal protein L37 (RPL37)"
"3744","PF3D7_0706500","conserved Plasmodium protein, unknown function"
"3745","PF3D7_0706600","conserved Plasmodium protein, unknown function"
"3746","PF3D7_0706700","DNA mismatch repair protein MSH2, putative (MSH2-2)"
"3747","PF3D7_0706800","tRNA Threonine"
"3748","PF3D7_0706900","tRNA Histidine"
"3749","PF3D7_0707000","tRNA Lysine"
"3750","PF3D7_0707100","tRNA Lysine"
"3751","PF3D7_0707200","conserved Plasmodium protein, unknown function"
"3752","PF3D7_0707300","rhoptry-associated membrane antigen (RAMA)"
"3753","PF3D7_0707400","AAA family ATPase, putative"
"3754","PF3D7_0707500","conserved Plasmodium protein, unknown function"
"3755","PF3D7_0707600","conserved Plasmodium protein, unknown function"
"3756","PF3D7_0707700","E3 ubiquitin-protein ligase, putative"
"3757","PF3D7_0707800","RAP protein, putative"
"3758","PF3D7_0707900","ribosomal protein S8e, putative"
"3759","PF3D7_0708000","cytoskeleton associated protein, putative"
"3760","PF3D7_0708100","DNA-directed RNA polymerase 2 8.2 kDa polypeptide, putative"
"3761","PF3D7_0708200","conserved Plasmodium protein, unknown function"
"3762","PF3D7_0708300","EKC/KEOPS complex subunit BUD32 (BUD32)"
"3763","PF3D7_0708400","heat shock protein 90 (HSP90)"
"3764","PF3D7_0707420","nucleolar RNA snoR36"
"3765","PF3D7_0708500","heat shock protein 86 family protein"
"3766","PF3D7_0708600","inner membrane complex protein 1d, putative (IMC1d)"
"3767","PF3D7_0708700","Cg8 protein"
"3768","PF3D7_0708800","heat shock protein 110 (HSP110c)"
"3769","PF3D7_0708900","Cg3 protein"
"3770","PF3D7_0709000","chloroquine resistance transporter (CRT)"
"3771","PF3D7_0709050","small nucleolar RNA"
"3772","PF3D7_0709100","Cg1 protein"
"3773","PF3D7_0709200","glutaredoxin-like protein (GLP3)"
"3774","PF3D7_0709300","Cg2 protein (CG2)"
"3775","PF3D7_0709400","Cg7 protein"
"3776","PF3D7_0709500","conserved Plasmodium protein, unknown function"
"3777","PF3D7_0709600","ribonucleases P/MRP protein subunit POP1, putative (POP1)"
"3778","PF3D7_0709700","lysophospholipase, putative"
"3779","PF3D7_0709800","conserved protein, unknown function"
"3780","PF3D7_0709900","conserved Plasmodium membrane protein, unknown function"
"3781","PF3D7_0710000","conserved Plasmodium protein, unknown function"
"3782","PF3D7_0710100","conserved Plasmodium protein, unknown function"
"3783","PF3D7_0710200","conserved Plasmodium protein, unknown function"
"3784","PF3D7_0710300","conserved Plasmodium membrane protein, unknown function"
"3785","PF3D7_0710400","DNA repair protein RAD14, putative (RAD14)"
"3786","PF3D7_0710500","conserved Plasmodium protein, unknown function"
"3787","PF3D7_0710600","60S ribosomal protein L34 (RPL34)"
"3788","PF3D7_0710700","conserved Plasmodium protein, unknown function"
"3789","PF3D7_0710800","conserved Plasmodium protein, unknown function"
"3790","PF3D7_0710900","50S ribosomal protein L1, mitochondrial, putative (RPL1)"
"3791","PF3D7_0711000","AAA family ATPase, CDC48 subfamily (Cdc48)"
"3792","PF3D7_0711100","conserved Plasmodium membrane protein, unknown function"
"3793","PF3D7_0711200","conserved Plasmodium protein, unknown function"
"3794","PF3D7_0711300","conserved Plasmodium protein, unknown function"
"3795","PF3D7_0711400","histone deacetylase complex subunit SAP18, putative (SAP18)"
"3796","PF3D7_0711500","regulator of chromosome condensation, putative"
"3797","PF3D7_0711600","Plasmodium RNA of unknown function RUF6-1"
